id,sign,signer,start,end
CLSFBI0305A_S008_B_463499_463595,PT:PRO2,S008,463499,463595
CLSFBI0305A_S008_B_464347_464476,PT:PRO1,S008,464347,464476
CLSFBI0305A_S008_B_464922_464976,PT:PRO1,S008,464922,464976
CLSFBI0305A_S008_B_514442_514567,PT:PRO1,S008,514442,514567
CLSFBI0305A_S008_B_515143_515352,PT:PRO1,S008,515143,515352
CLSFBI0305A_S008_B_518744_518850,PT:PRO1,S008,518744,518850
CLSFBI0305A_S008_B_519698_519747,PT:PRO1,S008,519698,519747
CLSFBI0305A_S008_B_523002_523061,PT:PRO1,S008,523002,523061
CLSFBI0305A_S008_B_524481_524555,PT:PRO,S008,524481,524555
CLSFBI0305A_S008_B_527966_528045,PT:PRO1,S008,527966,528045
CLSFBI0305A_S008_B_529049_529119,PT:PRO1,S008,529049,529119
CLSFBI0305A_S008_B_531520_531560,PT:PRO1,S008,531520,531560
CLSFBI0305A_S008_B_531950_532012,PT:PRO1,S008,531950,532012
CLSFBI0305A_S008_B_532573_532651,PT:PRO1,S008,532573,532651
CLSFBI0305A_S008_B_533881_533946,PT:PRO1,S008,533881,533946
CLSFBI0305A_S008_B_534846_534891,PT:PRO1,S008,534846,534891
CLSFBI0305A_S008_B_538835_538981,PT:PRO1,S008,538835,538981
CLSFBI0305A_S008_B_539016_540147,GSIGN,S008,539016,540147
CLSFBI0305A_S008_B_540270_540603,PT:PRO1,S008,540270,540603
CLSFBI0305A_S008_B_540718_541787,GSIGN,S008,540718,541787
CLSFBI0305A_S008_B_576364_577288,PT:DET,S008,576364,577288
CLSFBI0305A_S008_B_606275_606433,PT:PRO1,S008,606275,606433
CLSFBI0305A_S008_B_606496_606643,PT:DET,S008,606496,606643
CLSFBI0305A_S008_B_606899_607332,FS:FO-INDECIPHERABLE,S008,606899,607332
CLSFBI0305A_S008_B_607539_607638,PT:PRO1,S008,607539,607638
CLSFBI0305A_S008_B_608718_608926,PT:PRO2,S008,608718,608926
CLSFBI0305A_S008_B_609301_609866,DS,S008,609301,609866
CLSFBI0305A_S008_B_610527_610620,PT:PRO1,S008,610527,610620
CLSFBI0305A_S008_B_649573_649686,PT:PRO2,S008,649573,649686
CLSFBI0305A_S008_B_650209_650576,PT:PRO6,S008,650209,650576
CLSFBI0305A_S008_B_651672_651791,PT:PRO2,S008,651672,651791
CLSFBI0305A_S008_B_700681_700943,PT:PRO2,S008,700681,700943
CLSFBI0305A_S008_B_703485_704127,PT:DET,S008,703485,704127
CLSFBI0305A_S008_B_704620_705050,PT:DET,S008,704620,705050
CLSFBI0305A_S008_B_705349_705645,PT:DET,S008,705349,705645
CLSFBI0305A_S008_B_707260_707606,PT:DET,S008,707260,707606
CLSFBI0305A_S008_B_707534_707606,PT:DET,S008,707534,707606
CLSFBI0305A_S008_B_708599_708704,PT:PRO1,S008,708599,708704
CLSFBI0305A_S008_B_709114_709189,PT:PRO1,S008,709114,709189
CLSFBI0305A_S008_B_711015_711248,PT:PRO6,S008,711015,711248
CLSFBI0305A_S008_B_712085_712170,PT:PRO1,S008,712085,712170
CLSFBI0305A_S008_B_714545_714766,PT:PRO1,S008,714545,714766
CLSFBI0305A_S008_B_715362_715460,PT:PRO1,S008,715362,715460
CLSFBI0305A_S008_B_716067_716230,PT:PRO1,S008,716067,716230
CLSFBI0305A_S008_B_716725_716814,PT:PRO1,S008,716725,716814
CLSFBI0305A_S008_B_716861_717238,PT:PRO1,S008,716861,717238
CLSFBI0305A_S008_B_719009_719552,PT:PRO2,S008,719009,719552
CLSFBI0305A_S008_B_720381_720646,PT:LBUOY-UN,S008,720381,720646
CLSFBI0305A_S008_B_720657_720879,PT:LBUOY-DEUX,S008,720657,720879
CLSFBI0305A_S008_B_720895_721179,GSIGN,S008,720895,721179
CLSFBI0305A_S008_B_723845_723984,PT:PRO2,S008,723845,723984
CLSFBI0305A_S008_B_741511_741639,PT:PRO3,S008,741511,741639
CLSFBI0305A_S008_B_741648_742110,PT:PRO5,S008,741648,742110
CLSFBI0305A_S008_B_744241_744534,PT:PRO3,S008,744241,744534
CLSFBI0305A_S008_B_747351_747577,PT:PRO1,S008,747351,747577
CLSFBI0305A_S008_B_748412_748987,PT:DET,S008,748412,748987
CLSFBI0305A_S008_B_749821_750692,PT:DET,S008,749821,750692
CLSFBI0305A_S008_B_749983_750072,PT:PRO3,S008,749983,750072
CLSFBI0305A_S008_B_752145_752331,PT:DET,S008,752145,752331
CLSFBI0305A_S008_B_753246_753387,PT:DET,S008,753246,753387
CLSFBI0305A_S008_B_755559_755639,PT:PRO3,S008,755559,755639
CLSFBI0305A_S008_B_757182_757230,PT:PRO1,S008,757182,757230
CLSFBI0305A_S008_B_763121_763294,PT:PRO3,S008,763121,763294
CLSFBI0305A_S008_B_763409_763552,PT:PRO1,S008,763409,763552
CLSFBI0305A_S008_B_764127_764220,PT:DET,S008,764127,764220
CLSFBI0305A_S008_B_765159_765752,PT:PRO6,S008,765159,765752
CLSFBI0305A_S008_B_768085_768692,GSIGN,S008,768085,768692
CLSFBI0305A_S008_B_772102_772217,PT:PRO,S008,772102,772217
CLSFBI0305A_S008_B_773472_773551,PT:PRO3,S008,773472,773551
CLSFBI0305A_S008_B_785865_786273,PT:PRO3,S008,785865,786273
CLSFBI0305A_S008_B_791102_791242,PT:PRO1,S008,791102,791242
CLSFBI0305A_S008_B_795531_796088,DS,S008,795531,796088
CLSFBI0305A_S008_B_796933_797209,PT:PRO3,S008,796933,797209
CLSFBI0305A_S008_B_799999_800158,PT:PRO3,S008,799999,800158
CLSFBI0305A_S008_B_800344_800586,PT:PRO3,S008,800344,800586
CLSFBI0305A_S008_B_800604_800976,PT:PRO3,S008,800604,800976
CLSFBI0305A_S008_B_801511_801878,PT:PRO3,S008,801511,801878
CLSFBI0305A_S008_B_803832_804106,PT:COIFFEUR,S008,803832,804106
CLSFBI0305A_S008_B_805208_805453,PT:PRO3,S008,805208,805453
CLSFBI0305A_S008_B_805520_805606,PT:PRO1,S008,805520,805606
CLSFBI0305A_S008_B_806233_806308,PT:PRO1,S008,806233,806308
CLSFBI0305A_S008_B_806842_806929,PT:PRO2,S008,806842,806929
CLSFBI0305A_S008_B_810090_810502,PT:PRO3,S008,810090,810502
CLSFBI0305A_S008_B_811156_811348,PT:PRO3,S008,811156,811348
CLSFBI0305A_S008_B_811847_812138,PT:PRO3,S008,811847,812138
CLSFBI0305A_S008_B_823888_823975,PT:PRO1,S008,823888,823975
CLSFBI0305A_S008_B_825449_825567,PT:PRO1,S008,825449,825567
CLSFBI0305A_S008_B_826689_826858,PT:PRO3,S008,826689,826858
CLSFBI0305A_S008_B_827708_827882,PT:PRO3,S008,827708,827882
CLSFBI0305A_S008_B_843682_844183,PT:DET,S008,843682,844183
CLSFBI0305A_S008_B_844892_845106,PT:PRO2,S008,844892,845106
CLSFBI0305A_S008_B_845594_845726,PT:PRO2,S008,845594,845726
CLSFBI0305A_S008_B_846683_847862,PT:PRO2,S008,846683,847862
CLSFBI0305A_S008_B_848250_848918,PT:PRO2,S008,848250,848918
CLSFBI0305A_S008_B_852843_852987,PT:PRO2,S008,852843,852987
CLSFBI0305A_S008_B_853231_853318,PT:PRO3,S008,853231,853318
CLSFBI0305A_S008_B_853727_853926,PT:PRO3,S008,853727,853926
CLSFBI0306A_S007_B_50602_50710,PT:DET,S007,50602,50710
CLSFBI0306A_S007_B_52529_53732,PT:PRO1,S007,52529,53732
CLSFBI0306A_S007_B_56246_56547,GSIGN,S007,56246,56547
CLSFBI0306A_S007_B_64058_64167,PT:PRO1,S007,64058,64167
CLSFBI0306A_S007_B_65970_66591,GSIGN,S007,65970,66591
CLSFBI0306A_S007_B_69561_69708,PT:DET,S007,69561,69708
CLSFBI0306A_S007_B_90282_90784,PT:DET,S007,90282,90784
CLSFBI0306A_S007_B_91292_91571,PT:PRO2,S007,91292,91571
CLSFBI0306A_S007_B_92006_92308,PT:PRO4,S007,92006,92308
CLSFBI0306A_S007_B_92589_94292,PT:PRO2,S007,92589,94292
CLSFBI0306A_S007_B_94791_94895,PT:PRO1,S007,94791,94895
CLSFBI0306A_S007_B_95024_96349,PT:PRO2,S007,95024,96349
CLSFBI0306A_S007_B_96960_98245,GSIGN,S007,96960,98245
CLSFBI0306A_S007_B_98827_98939,PT:PRO2,S007,98827,98939
CLSFBI0306A_S007_B_99156_99484,PT:PRO4,S007,99156,99484
CLSFBI0306A_S007_B_101535_102073,DS,S007,101535,102073
CLSFBI0306A_S007_B_102083_102194,PT:PRO3,S007,102083,102194
CLSFBI0306A_S007_B_102203_102353,PT:PRO1,S007,102203,102353
CLSFBI0306A_S007_B_107022_107179,PT:PRO3,S007,107022,107179
CLSFBI0306A_S007_B_109622_110164,PT:PRO4,S007,109622,110164
CLSFBI0306A_S007_B_113436_114144,DS,S007,113436,114144
CLSFBI0306A_S007_B_117581_117764,PT:PRO1,S007,117581,117764
CLSFBI0306A_S007_B_118007_118372,INDECIPHERABLE,S007,118007,118372
CLSFBI0306A_S007_B_121171_121721,PT:DET,S007,121171,121721
CLSFBI0306A_S007_B_145210_145933,PT:POSS3,S007,145210,145933
CLSFBI0306A_S007_B_155787_155928,PT:PRO1,S007,155787,155928
CLSFBI0306A_S007_B_175434_175742,PT:PRO1,S007,175434,175742
CLSFBI0306A_S007_B_189871_190785,PT:PRO2,S007,189871,190785
CLSFBI0306A_S007_B_194323_194750,PT:PRO1,S007,194323,194750
CLSFBI0306A_S007_B_240622_240900,PT:DET,S007,240622,240900
CLSFBI0306A_S007_B_245821_245959,GSIGN,S007,245821,245959
CLSFBI0306A_S007_B_248365_249283,PT:PRO2,S007,248365,249283
CLSFBI0306A_S007_B_275546_275783,PT:PRO5,S007,275546,275783
CLSFBI0306A_S007_B_275959_276272,INDECIPHERABLE,S007,275959,276272
CLSFBI0306A_S007_B_278071_278678,DS,S007,278071,278678
CLSFBI0306A_S007_B_281479_281636,PT:PRO2,S007,281479,281636
CLSFBI0306A_S007_B_291359_292669,GSIGN,S007,291359,292669
CLSFBI0306A_S007_B_300745_300873,PT:PRO1,S007,300745,300873
CLSFBI0306A_S007_B_300898_301204,DS,S007,300898,301204
CLSFBI0306A_S007_B_302620_303161,DS,S007,302620,303161
CLSFBI0306A_S007_B_307630_307859,GSIGN,S007,307630,307859
CLSFBI0306A_S007_B_310250_310582,PT:DET,S007,310250,310582
CLSFBI0306A_S007_B_311361_311500,PT:PRO2,S007,311361,311500
CLSFBI0306A_S007_B_350323_350424,PT:PRO1,S007,350323,350424
CLSFBI0306A_S007_B_359170_359302,GSIGN,S007,359170,359302
CLSFBI0306A_S007_B_359745_359848,PT:PRO1,S007,359745,359848
CLSFBI0306A_S007_B_360025_360148,PT:PRO1,S007,360025,360148
CLSFBI0306A_S007_B_361448_361632,PT:PRO1,S007,361448,361632
CLSFBI0306A_S007_B_366151_366544,DS,S007,366151,366544
CLSFBI0306A_S007_B_366848_367499,PT:DET,S007,366848,367499
CLSFBI0306A_S007_B_366978_367783,DS,S007,366978,367783
CLSFBI0306A_S007_B_368464_369840,DS,S007,368464,369840
CLSFBI0306A_S007_B_369999_370170,GSIGN,S007,369999,370170
CLSFBI0306A_S007_B_371102_371684,DS,S007,371102,371684
CLSFBI0306A_S007_B_373790_374353,DS,S007,373790,374353
CLSFBI0306A_S007_B_375372_375846,DS,S007,375372,375846
CLSFBI0306A_S007_B_376840_377396,DS,S007,376840,377396
CLSFBI0306A_S007_B_382450_382724,PT:PRO1,S007,382450,382724
CLSFBI0306A_S007_B_386365_386814,DS,S007,386365,386814
CLSFBI0306A_S007_B_388374_389520,DS,S007,388374,389520
CLSFBI0306A_S007_B_389618_390468,DS,S007,389618,390468
CLSFBI0306A_S007_B_390565_391820,DS,S007,390565,391820
CLSFBI0306A_S007_B_392057_392607,DS,S007,392057,392607
CLSFBI0306A_S007_B_392635_392865,PT:PRO1,S007,392635,392865
CLSFBI0306A_S007_B_393728_394034,DS,S007,393728,394034
CLSFBI0306A_S007_B_396174_396900,GSIGN,S007,396174,396900
CLSFBI0306A_S007_B_401854_402409,DS,S007,401854,402409
CLSFBI0306A_S007_B_403367_403505,PT:PRO1,S007,403367,403505
CLSFBI0306A_S007_B_409703_410939,DS,S007,409703,410939
CLSFBI0306A_S007_B_412461_413309,DS,S007,412461,413309
CLSFBI0306A_S007_B_416114_416523,DS,S007,416114,416523
CLSFBI0306A_S007_B_417271_417928,DS,S007,417271,417928
CLSFBI0306A_S007_B_419495_419618,PT:PRO1,S007,419495,419618
CLSFBI0306A_S007_B_421751_422341,DS,S007,421751,422341
CLSFBI0306A_S007_B_424932_425135,PT:PRO1,S007,424932,425135
CLSFBI0306A_S007_B_425437_425631,PT:PRO3,S007,425437,425631
CLSFBI0306A_S007_B_429971_430499,GSIGN,S007,429971,430499
CLSFBI0306A_S007_B_431724_432146,DS,S007,431724,432146
CLSFBI0306A_S007_B_439653_439788,PT:PRO1,S007,439653,439788
CLSFBI0306A_S007_B_440515_441542,GSIGN,S007,440515,441542
CLSFBI0306A_S007_B_443164_443302,PT:PRO3,S007,443164,443302
CLSFBI0306A_S007_B_447160_447575,PT:PRO1,S007,447160,447575
CLSFBI0306A_S007_B_450567_450636,PT:PRO1,S007,450567,450636
CLSFBI0306A_S007_B_450787_451992,DS,S007,450787,451992
CLSFBI0306A_S007_B_452542_452639,PT:PRO1,S007,452542,452639
CLSFBI0306A_S007_B_453500_453625,GSIGN,S007,453500,453625
CLSFBI0306A_S007_B_459286_459400,PT:PRO1,S007,459286,459400
CLSFBI0306A_S007_B_460662_460879,PT:PRO1,S007,460662,460879
CLSFBI0306A_S007_B_464893_465041,PT:PRO3,S007,464893,465041
CLSFBI0306A_S007_B_471191_471359,PT:PRO1,S007,471191,471359
CLSFBI0306A_S007_B_471896_472247,PT:DET,S007,471896,472247
CLSFBI0306A_S007_B_472714_472903,PT:DET,S007,472714,472903
CLSFBI0306A_S007_B_472964_473158,PT:PRO1,S007,472964,473158
CLSFBI0306A_S007_B_476241_476458,PT:PRO3,S007,476241,476458
CLSFBI0306A_S007_B_479098_479289,PT:PRO3,S007,479098,479289
CLSFBI0306A_S007_B_481338_481494,PT:PRO1,S007,481338,481494
CLSFBI0306A_S007_B_482941_483075,PT:PRO1,S007,482941,483075
CLSFBI0306A_S007_B_483225_483608,GSIGN,S007,483225,483608
CLSFBI0306A_S007_B_484051_484294,PT:PRO1,S007,484051,484294
CLSFBI0306A_S007_B_488140_488258,PT:PRO1,S007,488140,488258
CLSFBI0306A_S007_B_492114_492287,PT:PRO3,S007,492114,492287
CLSFBI0306A_S007_B_494507_495960,PT:DET,S007,494507,495960
CLSFBI0306A_S007_B_498492_499126,PT:DET,S007,498492,499126
CLSFBI0306A_S007_B_499667_500148,GSIGN,S007,499667,500148
CLSFBI0306A_S007_B_501929_502407,DS,S007,501929,502407
CLSFBI0306A_S007_B_508421_508561,PT:PRO1,S007,508421,508561
CLSFBI0306A_S007_B_510016_510135,PT:DET,S007,510016,510135
CLSFBI0306A_S007_B_524800_525096,GSIGN,S007,524800,525096
CLSFBI0306A_S007_B_526923_527152,PT:PRO1,S007,526923,527152
CLSFBI0306A_S007_B_527443_527604,PT:PRO1,S007,527443,527604
CLSFBI0306A_S007_B_528402_528751,PT:PRO1,S007,528402,528751
CLSFBI0306A_S007_B_528800_529016,PT:DET,S007,528800,529016
CLSFBI0306A_S007_B_530214_530324,DS,S007,530214,530324
CLSFBI0306A_S007_B_533869_534234,PT:DET,S007,533869,534234
CLSFBI0306A_S007_B_537049_537579,PT:PRO3,S007,537049,537579
CLSFBI0306A_S007_B_540438_541204,DS,S007,540438,541204
CLSFBI0306A_S007_B_545819_546129,GSIGN,S007,545819,546129
CLSFBI0306A_S007_B_547153_547224,PT:PRO1,S007,547153,547224
CLSFBI0306A_S007_B_548719_550061,GSIGN,S007,548719,550061
CLSFBI0306A_S007_B_565760_566328,DS,S007,565760,566328
CLSFBI0306A_S007_B_567641_569659,PT:PRO2,S007,567641,569659
CLSFBI0306A_S007_B_582455_583072,GSIGN,S007,582455,583072
CLSFBI0306A_S007_B_583740_584206,GSIGN,S007,583740,584206
CLSFBI0306A_S007_B_585921_586209,GSIGN,S007,585921,586209
CLSFBI0306A_S007_B_586483_586598,DS,S007,586483,586598
CLSFBI0306A_S007_B_587314_588331,DS,S007,587314,588331
CLSFBI0306A_S007_B_588518_589628,GSIGN,S007,588518,589628
CLSFBI0306A_S007_B_611898_612302,GSIGN,S007,611898,612302
CLSFBI0306A_S007_B_618177_618503,GSIGN,S007,618177,618503
CLSFBI0306A_S007_B_622773_623278,GSIGN,S007,622773,623278
CLSFBI0306A_S007_B_706782_706857,PT:PRO1,S007,706782,706857
CLSFBI0306A_S007_B_706940_707945,DS,S007,706940,707945
CLSFBI0306A_S007_B_710817_710896,PT:PRO1,S007,710817,710896
CLSFBI0306A_S007_B_711148_711200,PT:PRO1,S007,711148,711200
CLSFBI0306A_S007_B_712854_713190,DS,S007,712854,713190
CLSFBI0306A_S007_B_713226_713380,PT:PRO1,S007,713226,713380
CLSFBI0306A_S007_B_715425_715849,GSIGN,S007,715425,715849
CLSFBI0306A_S007_B_717007_717121,PT:PRO1,S007,717007,717121
CLSFBI0306A_S007_B_717509_718102,DS,S007,717509,718102
CLSFBI0306A_S007_B_718130_718292,PT:DET,S007,718130,718292
CLSFBI0306A_S007_B_722902_722980,PT:PRO1,S007,722902,722980
CLSFBI0306A_S007_B_725487_725682,PT:PRO1,S007,725487,725682
CLSFBI0306A_S007_B_729494_730202,GSIGN,S007,729494,730202
CLSFBI0306A_S007_B_730225_730278,PT:PRO1,S007,730225,730278
CLSFBI0306A_S007_B_731015_731091,PT:PRO1,S007,731015,731091
CLSFBI0306A_S007_B_738428_738882,DS,S007,738428,738882
CLSFBI0306A_S007_B_739318_740066,GSIGN,S007,739318,740066
CLSFBI0306A_S007_B_745445_745659,GSIGN,S007,745445,745659
CLSFBI0306A_S007_B_807772_807860,PT:PRO3,S007,807772,807860
CLSFBI0306A_S007_B_809939_810869,GSIGN,S007,809939,810869
CLSFBI0306A_S007_B_825380_825975,GSIGN,S007,825380,825975
CLSFBI0306A_S007_B_829477_830021,GSIGN,S007,829477,830021
CLSFBI0306A_S007_B_851112_851299,PT:PRO3,S007,851112,851299
CLSFBI0306A_S007_B_852104_852232,PT:PRO3,S007,852104,852232
CLSFBI0306A_S007_B_852818_853056,PT:PRO3,S007,852818,853056
CLSFBI0306A_S007_B_855324_855405,PT:PRO3,S007,855324,855405
CLSFBI0306A_S007_B_855526_855606,PT:PRO3,S007,855526,855606
CLSFBI0306A_S007_B_856363_856590,PT:PRO3,S007,856363,856590
CLSFBI0306A_S007_B_859647_860109,GSIGN,S007,859647,860109
CLSFBI0306A_S007_B_860219_860575,PT:PRO3,S007,860219,860575
CLSFBI0306A_S008_B_31087_31794,GSIGN,S008,31087,31794
CLSFBI0306A_S008_B_34127_34455,GSIGN,S008,34127,34455
CLSFBI0306A_S008_B_36697_37549,PT:PRO1,S008,36697,37549
CLSFBI0306A_S008_B_38817_39048,PT:DET,S008,38817,39048
CLSFBI0306A_S008_B_41084_41217,LBUOY.DEUXIEME:DEUXIEME,S008,41084,41217
CLSFBI0306A_S008_B_49600_49941,LBUOY,S008,49600,49941
CLSFBI0306A_S008_B_49991_50507,LBUOY,S008,49991,50507
CLSFBI0306A_S008_B_50549_51266,LBUOY,S008,50549,51266
CLSFBI0306A_S008_B_51276_52008,LBUOY,S008,51276,52008
CLSFBI0306A_S008_B_52427_52768,PT:PRO2,S008,52427,52768
CLSFBI0306A_S008_B_58368_58747,PT:PRO1,S008,58368,58747
CLSFBI0306A_S008_B_60081_60310,PT:PRO3,S008,60081,60310
CLSFBI0306A_S008_B_60780_61428,PT:PRO3,S008,60780,61428
CLSFBI0306A_S008_B_62708_62978,GSIGN,S008,62708,62978
CLSFBI0306A_S008_B_71402_71584,PT:PRO2,S008,71402,71584
CLSFBI0306A_S008_B_71818_71910,PT:PRO1,S008,71818,71910
CLSFBI0306A_S008_B_71990_72320,PT:PRO4,S008,71990,72320
CLSFBI0306A_S008_B_76898_78506,GSIGN,S008,76898,78506
CLSFBI0306A_S008_B_78517_78558,PT:PRO1,S008,78517,78558
CLSFBI0306A_S008_B_79144_80054,GSIGN,S008,79144,80054
CLSFBI0306A_S008_B_80370_80702,GSIGN,S008,80370,80702
CLSFBI0306A_S008_B_81219_81558,PT:PRO3,S008,81219,81558
CLSFBI0306A_S008_B_82181_82624,GSIGN,S008,82181,82624
CLSFBI0306A_S008_B_85489_85634,PT:PRO2,S008,85489,85634
CLSFBI0306A_S008_B_87951_90481,GSIGN,S008,87951,90481
CLSFBI0306A_S008_B_91608_91964,PT:PRO2,S008,91608,91964
CLSFBI0306A_S008_B_124663_124817,PT:POSS3,S008,124663,124817
CLSFBI0306A_S008_B_127975_128145,PT:PRO1,S008,127975,128145
CLSFBI0306A_S008_B_165938_165996,PT:PRO1,S008,165938,165996
CLSFBI0306A_S008_B_166802_167249,DS,S008,166802,167249
CLSFBI0306A_S008_B_168616_169368,PT:DET,S008,168616,169368
CLSFBI0306A_S008_B_170330_171202,PT:DET,S008,170330,171202
CLSFBI0306A_S008_B_171345_171781,GSIGN,S008,171345,171781
CLSFBI0306A_S008_B_184599_184774,PT:PRO1,S008,184599,184774
CLSFBI0306A_S008_B_186289_186478,PT:PRO2,S008,186289,186478
CLSFBI0306A_S008_B_190338_190575,PT:PRO2,S008,190338,190575
CLSFBI0306A_S008_B_192585_193341,DS,S008,192585,193341
CLSFBI0306A_S008_B_193451_193802,DS,S008,193451,193802
CLSFBI0306A_S008_B_194014_194348,PT:PRO1,S008,194014,194348
CLSFBI0306A_S008_B_195176_195465,GSIGN,S008,195176,195465
CLSFBI0306A_S008_B_195610_195779,PT:PRO1,S008,195610,195779
CLSFBI0306A_S008_B_195827_196256,DS,S008,195827,196256
CLSFBI0306A_S008_B_196397_197105,DS,S008,196397,197105
CLSFBI0306A_S008_B_197456_197552,DS,S008,197456,197552
CLSFBI0306A_S008_B_206541_206873,PT:PRO2,S008,206541,206873
CLSFBI0306A_S008_B_207135_207425,PT:PRO2,S008,207135,207425
CLSFBI0306A_S008_B_207536_208286,PT:PRO2,S008,207536,208286
CLSFBI0306A_S008_B_209397_209475,PT:PRO1,S008,209397,209475
CLSFBI0306A_S008_B_209639_209837,GSIGN,S008,209639,209837
CLSFBI0306A_S008_B_209888_210008,PT:PRO1,S008,209888,210008
CLSFBI0306A_S008_B_217541_218345,DS,S008,217541,218345
CLSFBI0306A_S008_B_221683_222841,DS,S008,221683,222841
CLSFBI0306A_S008_B_226153_226340,PT:PRO1,S008,226153,226340
CLSFBI0306A_S008_B_227168_228078,DS,S008,227168,228078
CLSFBI0306A_S008_B_228131_228348,GSIGN,S008,228131,228348
CLSFBI0306A_S008_B_230186_230511,PT:PRO2,S008,230186,230511
CLSFBI0306A_S008_B_230551_231758,DS,S008,230551,231758
CLSFBI0306A_S008_B_231028_231708,DS,S008,231028,231708
CLSFBI0306A_S008_B_231969_232236,GSIGN,S008,231969,232236
CLSFBI0306A_S008_B_236287_237072,GSIGN,S008,236287,237072
CLSFBI0306A_S008_B_237260_237568,PT:DET,S008,237260,237568
CLSFBI0306A_S008_B_237260_238292,DS,S008,237260,238292
CLSFBI0306A_S008_B_240553_240731,PT:DET,S008,240553,240731
CLSFBI0306A_S008_B_246393_246946,GSIGN,S008,246393,246946
CLSFBI0306A_S008_B_250438_250621,DS,S008,250438,250621
CLSFBI0306A_S008_B_252073_253179,DS,S008,252073,253179
CLSFBI0306A_S008_B_256283_256539,DS,S008,256283,256539
CLSFBI0306A_S008_B_257424_257510,PT:PRO6,S008,257424,257510
CLSFBI0306A_S008_B_262293_262633,PT:PRO1,S008,262293,262633
CLSFBI0306A_S008_B_265739_265959,LBUOY,S008,265739,265959
CLSFBI0306A_S008_B_268039_268581,DS,S008,268039,268581
CLSFBI0306A_S008_B_268885_269666,DS,S008,268885,269666
CLSFBI0306A_S008_B_283912_284078,PT:PRO3,S008,283912,284078
CLSFBI0306A_S008_B_284186_284336,PT:PRO1,S008,284186,284336
CLSFBI0306A_S008_B_284716_286656,DS,S008,284716,286656
CLSFBI0306A_S008_B_285001_285747,PT:DET,S008,285001,285747
CLSFBI0306A_S008_B_285849_285968,PT:PRO1,S008,285849,285968
CLSFBI0306A_S008_B_287385_288507,DS,S008,287385,288507
CLSFBI0306A_S008_B_288094_288263,PT:PRO1,S008,288094,288263
CLSFBI0306A_S008_B_289520_289769,PT:PRO2,S008,289520,289769
CLSFBI0306A_S008_B_289843_290386,GSIGN,S008,289843,290386
CLSFBI0306A_S008_B_290950_291123,PT:PRO1,S008,290950,291123
CLSFBI0306A_S008_B_291825_292662,GSIGN,S008,291825,292662
CLSFBI0306A_S008_B_292838_293226,PT:PRO2,S008,292838,293226
CLSFBI0306A_S008_B_293441_294199,DS,S008,293441,294199
CLSFBI0306A_S008_B_293795_294113,PT:DET,S008,293795,294113
CLSFBI0306A_S008_B_294123_294212,PT:PRO1,S008,294123,294212
CLSFBI0306A_S008_B_297190_297253,PT:PRO1,S008,297190,297253
CLSFBI0306A_S008_B_297318_297996,GSIGN,S008,297318,297996
CLSFBI0306A_S008_B_410826_411183,PT:PRO3,S008,410826,411183
CLSFBI0306A_S008_B_455439_456003,PT:PRO2,S008,455439,456003
CLSFBI0306A_S008_B_456081_456257,PT:PRO1,S008,456081,456257
CLSFBI0306A_S008_B_471229_471383,PT:PRO1,S008,471229,471383
CLSFBI0306A_S008_B_521906_522050,GSIGN,S008,521906,522050
CLSFBI0306A_S008_B_555323_555452,PT:PRO1,S008,555323,555452
CLSFBI0306A_S008_B_557437_557645,PT:PRO1,S008,557437,557645
CLSFBI0306A_S008_B_568057_568335,PT:PRO1,S008,568057,568335
CLSFBI0306A_S008_B_583900_584070,PT:DET,S008,583900,584070
CLSFBI0306A_S008_B_592786_593813,PT:PRO3,S008,592786,593813
CLSFBI0306A_S008_B_595691_596184,PT:PRO6,S008,595691,596184
CLSFBI0306A_S008_B_596292_596973,GSIGN,S008,596292,596973
CLSFBI0306A_S008_B_597650_597943,GSIGN,S008,597650,597943
CLSFBI0306A_S008_B_598122_598432,PT:PRO1,S008,598122,598432
CLSFBI0306A_S008_B_599333_599491,PT:PRO1,S008,599333,599491
CLSFBI0306A_S008_B_601441_601585,PT:PRO1,S008,601441,601585
CLSFBI0306A_S008_B_602312_602369,PT:PRO1,S008,602312,602369
CLSFBI0306A_S008_B_603652_603856,PT:PRO1,S008,603652,603856
CLSFBI0306A_S008_B_620208_620860,GSIGN,S008,620208,620860
CLSFBI0306A_S008_B_624404_624580,PT:PRO1,S008,624404,624580
CLSFBI0306A_S008_B_628793_628891,PT:PRO1,S008,628793,628891
CLSFBI0306A_S008_B_630423_630474,PT:PRO1,S008,630423,630474
CLSFBI0306A_S008_B_631565_631621,PT:PRO3,S008,631565,631621
CLSFBI0306A_S008_B_633236_634306,GSIGN,S008,633236,634306
CLSFBI0306A_S008_B_636403_636522,PT:PRO1,S008,636403,636522
CLSFBI0306A_S008_B_639425_639608,PT:PRO1,S008,639425,639608
CLSFBI0306A_S008_B_641297_641409,PT:PRO1,S008,641297,641409
CLSFBI0306A_S008_B_645197_645277,PT:PRO1,S008,645197,645277
CLSFBI0306A_S008_B_647705_647900,PT:PRO1,S008,647705,647900
CLSFBI0306A_S008_B_655334_655590,PT:PRO1,S008,655334,655590
CLSFBI0306A_S008_B_656301_656470,PT:PRO1,S008,656301,656470
CLSFBI0306A_S008_B_658638_658797,PT:PRO3,S008,658638,658797
CLSFBI0306A_S008_B_660946_661124,PT:PRO1,S008,660946,661124
CLSFBI0306A_S008_B_661997_662248,GSIGN,S008,661997,662248
